,sales,date,region
1930,1581,6/3/2019,east
1931,1749,6/3/2019,west
1932,1602,6/4/2019,north
1933,1704,6/4/2019,south
1934,1602,6/4/2019,east
1935,1554,6/4/2019,west
1936,1632,6/5/2019,north
1937,1560,6/5/2019,south
1938,1647,6/5/2019,east
1939,1560,6/5/2019,west
1940,1662,6/6/2019,north
1941,1545,6/6/2019,south
1942,1614,6/6/2019,east
1943,1746,6/6/2019,west
1944,1713,6/7/2019,north
1945,1668,6/7/2019,south
1946,1503,6/7/2019,east
1947,1758,6/7/2019,west
1948,1656,6/8/2019,north
1949,1560,6/8/2019,south
1950,1710,6/8/2019,east
1951,1677,6/8/2019,west
1952,1782,6/9/2019,north
1953,1665,6/9/2019,south
1954,1782,6/9/2019,east
1955,1797,6/9/2019,west
1956,1698,6/10/2019,north
1957,1689,6/10/2019,south
1958,1623,6/10/2019,east
1959,1767,6/10/2019,west
1960,1635,6/11/2019,north
1961,1563,6/11/2019,south
1962,1785,6/11/2019,east
1963,1521,6/11/2019,west
1964,1728,6/12/2019,north
1965,1515,6/12/2019,south
1966,1548,6/12/2019,east
1967,1677,6/12/2019,west
1968,1587,6/13/2019,north
1969,1719,6/13/2019,south
1970,1587,6/13/2019,east
1971,1773,6/13/2019,west
1972,1557,6/14/2019,north
1973,1680,6/14/2019,south
1974,1773,6/14/2019,east
1975,1509,6/14/2019,west
1976,1602,6/15/2019,north
1977,1794,6/15/2019,south
1978,1764,6/15/2019,east
1979,1785,6/15/2019,west
1980,1662,6/16/2019,north
1981,1563,6/16/2019,south
1982,1671,6/16/2019,east
1983,1533,6/16/2019,west
1984,1587,6/17/2019,north
1985,1512,6/17/2019,south
1986,1536,6/17/2019,east
1987,1566,6/17/2019,west
1988,1767,6/18/2019,north
1989,1614,6/18/2019,south
1990,1776,6/18/2019,east
1991,1728,6/18/2019,west
1992,1614,6/19/2019,north
1993,1572,6/19/2019,south
1994,1614,6/19/2019,east
1995,1734,6/19/2019,west
1996,1566,6/20/2019,north
1997,1632,6/20/2019,south
1998,1785,6/20/2019,east
1999,1770,6/20/2019,west
2000,1725,6/21/2019,north
2001,1542,6/21/2019,south
2002,1677,6/21/2019,east
2003,1533,6/21/2019,west
2004,1578,6/22/2019,north
2005,1713,6/22/2019,south
2006,1776,6/22/2019,east
2007,1515,6/22/2019,west
2008,1587,6/23/2019,north
2009,1770,6/23/2019,south
2010,1773,6/23/2019,east
2011,1671,6/23/2019,west
2012,1704,6/24/2019,north
2013,1545,6/24/2019,south
2014,1671,6/24/2019,east
2015,1800,6/24/2019,west
2016,1611,6/25/2019,north
2017,1797,6/25/2019,south
2018,1623,6/25/2019,east
2019,1776,6/25/2019,west
2020,1677,6/26/2019,north
2021,1800,6/26/2019,south
2022,1794,6/26/2019,east
2023,1686,6/26/2019,west
2024,1671,6/27/2019,north
2025,1635,6/27/2019,south
2026,1740,6/27/2019,east
2027,1671,6/27/2019,west
2028,1671,6/28/2019,north
2029,1770,6/28/2019,south
2030,1773,6/28/2019,east
2031,1581,6/28/2019,west
2032,1533,6/29/2019,north
2033,1650,6/29/2019,south
2034,1536,6/29/2019,east
2035,1548,6/29/2019,west
2036,1785,6/30/2019,north
2037,1614,6/30/2019,south
2038,1569,6/30/2019,east
2039,1800,6/30/2019,west
2040,1644,7/1/2019,north
2041,1659,7/1/2019,south
2042,1659,7/1/2019,east
2043,1644,7/1/2019,west
2044,1656,7/2/2019,north
2045,1566,7/2/2019,south
2046,1686,7/2/2019,east
2047,1677,7/2/2019,west
2048,1770,7/3/2019,north
2049,1689,7/3/2019,south
2050,1704,7/3/2019,east
2051,1800,7/3/2019,west
2052,1782,7/4/2019,north
2053,1746,7/4/2019,south
2054,1527,7/4/2019,east
2055,1581,7/4/2019,west
2056,1518,7/5/2019,north
2057,1554,7/5/2019,south
2058,1548,7/5/2019,east
2059,1533,7/5/2019,west
2060,1791,7/6/2019,north
2061,1578,7/6/2019,south
2062,1779,7/6/2019,east
2063,1704,7/6/2019,west
2064,1587,7/7/2019,north
2065,1593,7/7/2019,south
2066,1644,7/7/2019,east
2067,1680,7/7/2019,west
2068,1614,7/8/2019,north
2069,1704,7/8/2019,south
2070,1797,7/8/2019,east
2071,1770,7/8/2019,west
2072,1605,7/9/2019,north
2073,1686,7/9/2019,south
2074,1794,7/9/2019,east
2075,1713,7/9/2019,west
2076,1755,7/10/2019,north
2077,1500,7/10/2019,south
2078,1632,7/10/2019,east
2079,1800,7/10/2019,west
2080,1800,7/11/2019,north
2081,1650,7/11/2019,south
2082,1704,7/11/2019,east
2083,1590,7/11/2019,west
2084,1779,7/12/2019,north
2085,1554,7/12/2019,south
2086,1635,7/12/2019,east
2087,1608,7/12/2019,west
2088,1791,7/13/2019,north
2089,1779,7/13/2019,south
2090,1527,7/13/2019,east
2091,1689,7/13/2019,west
2092,1782,7/14/2019,north
2093,1662,7/14/2019,south
2094,1620,7/14/2019,east
2095,1692,7/14/2019,west
2096,1551,7/15/2019,north
2097,1620,7/15/2019,south
2098,1725,7/15/2019,east
2099,1602,7/15/2019,west
2100,1518,7/16/2019,north
2101,1761,7/16/2019,south
2102,1539,7/16/2019,east
2103,1614,7/16/2019,west
2104,1548,7/17/2019,north
2105,1551,7/17/2019,south
2106,1722,7/17/2019,east
2107,1662,7/17/2019,west
2108,1509,7/18/2019,north
2109,1773,7/18/2019,south
2110,1767,7/18/2019,east
2111,1581,7/18/2019,west
2112,1626,7/19/2019,north
2113,1734,7/19/2019,south
2114,1761,7/19/2019,east
2115,1659,7/19/2019,west
2116,1638,7/20/2019,north
2117,1539,7/20/2019,south
2118,1782,7/20/2019,east
2119,1728,7/20/2019,west
2120,1746,7/21/2019,north
2121,1536,7/21/2019,south
2122,1719,7/21/2019,east
2123,1773,7/21/2019,west
2124,1611,7/22/2019,north
2125,1665,7/22/2019,south
2126,1506,7/22/2019,east
2127,1746,7/22/2019,west
2128,1770,7/23/2019,north
2129,1734,7/23/2019,south
2130,1707,7/23/2019,east
2131,1620,7/23/2019,west
2132,1569,7/24/2019,north
2133,1656,7/24/2019,south
2134,1617,7/24/2019,east
2135,1638,7/24/2019,west
2136,1701,7/25/2019,north
2137,1713,7/25/2019,south
2138,1557,7/25/2019,east
2139,1725,7/25/2019,west
2140,1605,7/26/2019,north
2141,1770,7/26/2019,south
2142,1557,7/26/2019,east
2143,1755,7/26/2019,west
2144,1737,7/27/2019,north
2145,1785,7/27/2019,south
2146,1545,7/27/2019,east
2147,1560,7/27/2019,west
2148,1509,7/28/2019,north
2149,1761,7/28/2019,south
2150,1551,7/28/2019,east
2151,1683,7/28/2019,west
2152,1644,7/29/2019,north
2153,1608,7/29/2019,south
2154,1719,7/29/2019,east
2155,1794,7/29/2019,west
2156,1764,7/30/2019,north
2157,1512,7/30/2019,south
2158,1701,7/30/2019,east
2159,1797,7/30/2019,west
2160,1734,7/31/2019,north
2161,1791,7/31/2019,south
2162,1761,7/31/2019,east
2163,1587,7/31/2019,west
2164,1596,8/1/2019,north
2165,1542,8/1/2019,south
2166,1710,8/1/2019,east
2167,1701,8/1/2019,west
2168,1647,8/2/2019,north
2169,1524,8/2/2019,south
2170,1782,8/2/2019,east
2171,1716,8/2/2019,west
2172,1752,8/3/2019,north
2173,1686,8/3/2019,south
2174,1764,8/3/2019,east
2175,1755,8/3/2019,west
2176,1578,8/4/2019,north
2177,1539,8/4/2019,south
2178,1743,8/4/2019,east
2179,1596,8/4/2019,west
2180,1506,8/5/2019,north
2181,1527,8/5/2019,south
2182,1626,8/5/2019,east
2183,1530,8/5/2019,west
2184,1521,8/6/2019,north
2185,1713,8/6/2019,south
2186,1761,8/6/2019,east
2187,1557,8/6/2019,west
2188,1584,8/7/2019,north
2189,1764,8/7/2019,south
2190,1623,8/7/2019,east
2191,1776,8/7/2019,west
2192,1749,8/8/2019,north
2193,1707,8/8/2019,south
2194,1629,8/8/2019,east
2195,1773,8/8/2019,west
2196,1758,8/9/2019,north
2197,1671,8/9/2019,south
2198,1659,8/9/2019,east
2199,1641,8/9/2019,west
2200,1596,8/10/2019,north
2201,1626,8/10/2019,south
2202,1557,8/10/2019,east
2203,1695,8/10/2019,west
2204,1659,8/11/2019,north
2205,1680,8/11/2019,south
2206,1683,8/11/2019,east
2207,1692,8/11/2019,west
2208,1569,8/12/2019,north
2209,1740,8/12/2019,south
2210,1650,8/12/2019,east
2211,1569,8/12/2019,west
2212,1701,8/13/2019,north
2213,1677,8/13/2019,south
2214,1533,8/13/2019,east
2215,1587,8/13/2019,west
2216,1713,8/14/2019,north
2217,1611,8/14/2019,south
2218,1524,8/14/2019,east
2219,1725,8/14/2019,west
2220,1761,8/15/2019,north
2221,1569,8/15/2019,south
2222,1668,8/15/2019,east
2223,1563,8/15/2019,west
2224,1734,8/16/2019,north
2225,1524,8/16/2019,south
2226,1731,8/16/2019,east
2227,1665,8/16/2019,west
2228,1710,8/17/2019,north
2229,1509,8/17/2019,south
2230,1539,8/17/2019,east
2231,1533,8/17/2019,west
2232,1785,8/18/2019,north
2233,1665,8/18/2019,south
2234,1722,8/18/2019,east
2235,1659,8/18/2019,west
2236,1791,8/19/2019,north
2237,1680,8/19/2019,south
2238,1542,8/19/2019,east
2239,1701,8/19/2019,west
2240,1671,8/20/2019,north
2241,1656,8/20/2019,south
2242,1536,8/20/2019,east
2243,1800,8/20/2019,west
2244,1605,8/21/2019,north
2245,1671,8/21/2019,south
2246,1590,8/21/2019,east
2247,1545,8/21/2019,west
2248,1500,8/22/2019,north
2249,1779,8/22/2019,south
2250,1656,8/22/2019,east
2251,1731,8/22/2019,west
2252,1614,8/23/2019,north
2253,1782,8/23/2019,south
2254,1629,8/23/2019,east
2255,1635,8/23/2019,west
2256,1548,8/24/2019,north
2257,1776,8/24/2019,south
2258,1743,8/24/2019,east
2259,1737,8/24/2019,west
2260,1644,8/25/2019,north
2261,1626,8/25/2019,south
2262,1680,8/25/2019,east
2263,1524,8/25/2019,west
2264,1515,8/26/2019,north
2265,1704,8/26/2019,south
2266,1653,8/26/2019,east
2267,1554,8/26/2019,west
2268,1644,8/27/2019,north
2269,1674,8/27/2019,south
2270,1665,8/27/2019,east
2271,1755,8/27/2019,west
2272,1566,8/28/2019,north
2273,1659,8/28/2019,south
2274,1515,8/28/2019,east
2275,1779,8/28/2019,west
2276,1572,8/29/2019,north
2277,1770,8/29/2019,south
2278,1632,8/29/2019,east
2279,1677,8/29/2019,west
2280,1755,8/30/2019,north
2281,1527,8/30/2019,south
2282,1623,8/30/2019,east
2283,1668,8/30/2019,west
2284,1683,8/31/2019,north
2285,1698,8/31/2019,south
2286,1749,8/31/2019,east
2287,1632,8/31/2019,west
2288,1785,9/1/2019,north
2289,1707,9/1/2019,south
2290,1518,9/1/2019,east
2291,1563,9/1/2019,west
2292,1701,9/2/2019,north
2293,1605,9/2/2019,south
2294,1596,9/2/2019,east
2295,1605,9/2/2019,west
2296,1716,9/3/2019,north
2297,1569,9/3/2019,south
2298,1725,9/3/2019,east
2299,1542,9/3/2019,west
2300,1692,9/4/2019,north
2301,1560,9/4/2019,south
2302,1515,9/4/2019,east
2303,1653,9/4/2019,west
2304,1629,9/5/2019,north
2305,1668,9/5/2019,south
2306,1698,9/5/2019,east
2307,1677,9/5/2019,west
2308,1503,9/6/2019,north
2309,1776,9/6/2019,south
2310,1509,9/6/2019,east
2311,1665,9/6/2019,west
2312,1683,9/7/2019,north
2313,1530,9/7/2019,south
2314,1782,9/7/2019,east
2315,1584,9/7/2019,west
2316,1743,9/8/2019,north
2317,1551,9/8/2019,south
2318,1620,9/8/2019,east
2319,1791,9/8/2019,west
2320,1674,9/9/2019,north
2321,1797,9/9/2019,south
2322,1773,9/9/2019,east
2323,1596,9/9/2019,west
2324,1617,9/10/2019,north
2325,1764,9/10/2019,south
2326,1632,9/10/2019,east
2327,1506,9/10/2019,west
2328,1533,9/11/2019,north
2329,1677,9/11/2019,south
2330,1746,9/11/2019,east
2331,1668,9/11/2019,west
2332,1797,9/12/2019,north
2333,1545,9/12/2019,south
2334,1701,9/12/2019,east
2335,1578,9/12/2019,west
2336,1626,9/13/2019,north
2337,1512,9/13/2019,south
2338,1788,9/13/2019,east
2339,1671,9/13/2019,west
2340,1728,9/14/2019,north
2341,1653,9/14/2019,south
2342,1644,9/14/2019,east
2343,1734,9/14/2019,west
2344,1746,9/15/2019,north
2345,1524,9/15/2019,south
2346,1611,9/15/2019,east
2347,1626,9/15/2019,west
2348,1668,9/16/2019,north
2349,1734,9/16/2019,south
2350,1797,9/16/2019,east
2351,1725,9/16/2019,west
2352,1656,9/17/2019,north
2353,1530,9/17/2019,south
2354,1695,9/17/2019,east
2355,1656,9/17/2019,west
2356,1797,9/18/2019,north
2357,1515,9/18/2019,south
2358,1638,9/18/2019,east
2359,1797,9/18/2019,west
2360,1800,9/19/2019,north
2361,1560,9/19/2019,south
2362,1506,9/19/2019,east
2363,1581,9/19/2019,west
2364,1515,9/20/2019,north
2365,1527,9/20/2019,south
2366,1758,9/20/2019,east
2367,1638,9/20/2019,west
2368,1605,9/21/2019,north
2369,1716,9/21/2019,south
2370,1569,9/21/2019,east
2371,1674,9/21/2019,west
2372,1632,9/22/2019,north
2373,1734,9/22/2019,south
2374,1530,9/22/2019,east
2375,1689,9/22/2019,west
2376,1641,9/23/2019,north
2377,1779,9/23/2019,south
2378,1659,9/23/2019,east
2379,1797,9/23/2019,west
2380,1767,9/24/2019,north
2381,1755,9/24/2019,south
2382,1602,9/24/2019,east
2383,1524,9/24/2019,west
2384,1794,9/25/2019,north
2385,1626,9/25/2019,south
2386,1617,9/25/2019,east
2387,1773,9/25/2019,west
2388,1719,9/26/2019,north
2389,1509,9/26/2019,south
2390,1686,9/26/2019,east
2391,1668,9/26/2019,west
2392,1731,9/27/2019,north
2393,1590,9/27/2019,south
2394,1728,9/27/2019,east
2395,1722,9/27/2019,west
2396,1548,9/28/2019,north
2397,1599,9/28/2019,south
2398,1605,9/28/2019,east
2399,1671,9/28/2019,west
2400,1512,9/29/2019,north
2401,1650,9/29/2019,south
2402,1614,9/29/2019,east
2403,1674,9/29/2019,west
2404,1638,9/30/2019,north
2405,1731,9/30/2019,south
2406,1716,9/30/2019,east
2407,1566,9/30/2019,west
2408,1707,10/1/2019,north
2409,1554,10/1/2019,south
2410,1632,10/1/2019,east
2411,1584,10/1/2019,west
2412,1653,10/2/2019,north
2413,1770,10/2/2019,south
2414,1758,10/2/2019,east
2415,1569,10/2/2019,west
2416,1797,10/3/2019,north
2417,1551,10/3/2019,south
2418,1677,10/3/2019,east
2419,1599,10/3/2019,west
2420,1512,10/4/2019,north
2421,1635,10/4/2019,south
2422,1749,10/4/2019,east
2423,1689,10/4/2019,west
2424,1614,10/5/2019,north
2425,1527,10/5/2019,south
2426,1521,10/5/2019,east
2427,1725,10/5/2019,west
2428,1587,10/6/2019,north
2429,1701,10/6/2019,south
2430,1566,10/6/2019,east
2431,1752,10/6/2019,west
2432,1668,10/7/2019,north
2433,1686,10/7/2019,south
2434,1611,10/7/2019,east
2435,1569,10/7/2019,west
2436,1599,10/8/2019,north
2437,1539,10/8/2019,south
2438,1611,10/8/2019,east
2439,1605,10/8/2019,west
2440,1680,10/9/2019,north
2441,1704,10/9/2019,south
2442,1689,10/9/2019,east
2443,1644,10/9/2019,west
2444,1701,10/10/2019,north
2445,1560,10/10/2019,south
2446,1791,10/10/2019,east
2447,1698,10/10/2019,west
2448,1539,10/11/2019,north
2449,1542,10/11/2019,south
2450,1704,10/11/2019,east
2451,1728,10/11/2019,west
2452,1590,10/12/2019,north
2453,1743,10/12/2019,south
2454,1569,10/12/2019,east
2455,1722,10/12/2019,west
2456,1545,10/13/2019,north
2457,1533,10/13/2019,south
2458,1674,10/13/2019,east
2459,1704,10/13/2019,west
2460,1524,10/14/2019,north
2461,1578,10/14/2019,south
2462,1692,10/14/2019,east
2463,1635,10/14/2019,west
2464,1782,10/15/2019,north
2465,1587,10/15/2019,south
2466,1638,10/15/2019,east
2467,1752,10/15/2019,west
2468,1542,10/16/2019,north
2469,1608,10/16/2019,south
2470,1683,10/16/2019,east
2471,1596,10/16/2019,west
2472,1527,10/17/2019,north
2473,1737,10/17/2019,south
2474,1671,10/17/2019,east
2475,1662,10/17/2019,west
2476,1518,10/18/2019,north
2477,1746,10/18/2019,south
2478,1590,10/18/2019,east
2479,1710,10/18/2019,west
2480,1647,10/19/2019,north
2481,1737,10/19/2019,south
2482,1761,10/19/2019,east
2483,1587,10/19/2019,west
2484,1701,10/20/2019,north
2485,1524,10/20/2019,south
2486,1677,10/20/2019,east
2487,1725,10/20/2019,west
2488,1653,10/21/2019,north
2489,1686,10/21/2019,south
2490,1698,10/21/2019,east
2491,1560,10/21/2019,west
2492,1515,10/22/2019,north
2493,1734,10/22/2019,south
2494,1551,10/22/2019,east
2495,1713,10/22/2019,west
2496,1758,10/23/2019,north
2497,1644,10/23/2019,south
2498,1758,10/23/2019,east
2499,1641,10/23/2019,west
2500,1617,10/24/2019,north
2501,1611,10/24/2019,south
2502,1788,10/24/2019,east
2503,1602,10/24/2019,west
2504,1638,10/25/2019,north
2505,1620,10/25/2019,south
2506,1665,10/25/2019,east
2507,1500,10/25/2019,west
2508,1671,10/26/2019,north
2509,1566,10/26/2019,south
2510,1740,10/26/2019,east
2511,1599,10/26/2019,west
2512,1710,10/27/2019,north
2513,1668,10/27/2019,south
2514,1740,10/27/2019,east
2515,1698,10/27/2019,west
2516,1503,10/28/2019,north
2517,1689,10/28/2019,south
2518,1626,10/28/2019,east
2519,1674,10/28/2019,west
2520,1542,10/29/2019,north
2521,1692,10/29/2019,south
2522,1719,10/29/2019,east
2523,1512,10/29/2019,west
2524,1731,10/30/2019,north
2525,1644,10/30/2019,south
2526,1746,10/30/2019,east
2527,1689,10/30/2019,west
2528,1800,10/31/2019,north
2529,1527,10/31/2019,south
2530,1533,10/31/2019,east
2531,1800,10/31/2019,west
2532,1644,11/1/2019,north
2533,1500,11/1/2019,south
2534,1800,11/1/2019,east
2535,1767,11/1/2019,west
2536,1791,11/2/2019,north
2537,1776,11/2/2019,south
2538,1596,11/2/2019,east
2539,1734,11/2/2019,west
2540,1542,11/3/2019,north
2541,1608,11/3/2019,south
2542,1617,11/3/2019,east
2543,1623,11/3/2019,west
2544,1674,11/4/2019,north
2545,1782,11/4/2019,south
2546,1680,11/4/2019,east
2547,1512,11/4/2019,west
2548,1500,11/5/2019,north
2549,1668,11/5/2019,south
2550,1758,11/5/2019,east
2551,1533,11/5/2019,west
2552,1785,11/6/2019,north
2553,1533,11/6/2019,south
2554,1659,11/6/2019,east
2555,1506,11/6/2019,west
2556,1656,11/7/2019,north
2557,1728,11/7/2019,south
2558,1728,11/7/2019,east
2559,1713,11/7/2019,west
2560,1797,11/8/2019,north
2561,1686,11/8/2019,south
2562,1584,11/8/2019,east
2563,1713,11/8/2019,west
2564,1665,11/9/2019,north
2565,1557,11/9/2019,south
2566,1656,11/9/2019,east
2567,1767,11/9/2019,west
2568,1515,11/10/2019,north
2569,1761,11/10/2019,south
2570,1767,11/10/2019,east
2571,1641,11/10/2019,west
2572,1584,11/11/2019,north
2573,1545,11/11/2019,south
2574,1695,11/11/2019,east
2575,1761,11/11/2019,west
2576,1701,11/12/2019,north
2577,1767,11/12/2019,south
2578,1632,11/12/2019,east
2579,1704,11/12/2019,west
2580,1599,11/13/2019,north
2581,1509,11/13/2019,south
2582,1728,11/13/2019,east
2583,1683,11/13/2019,west
2584,1740,11/14/2019,north
2585,1626,11/14/2019,south
2586,1572,11/14/2019,east
2587,1716,11/14/2019,west
2588,1641,11/15/2019,north
2589,1560,11/15/2019,south
2590,1614,11/15/2019,east
2591,1605,11/15/2019,west
2592,1503,11/16/2019,north
2593,1638,11/16/2019,south
2594,1662,11/16/2019,east
2595,1653,11/16/2019,west
2596,1734,11/17/2019,north
2597,1599,11/17/2019,south
2598,1515,11/17/2019,east
2599,1608,11/17/2019,west
2600,1566,11/18/2019,north
2601,1734,11/18/2019,south
2602,1719,11/18/2019,east
2603,1773,11/18/2019,west
2604,1791,11/19/2019,north
2605,1779,11/19/2019,south
2606,1641,11/19/2019,east
2607,1617,11/19/2019,west
2608,1533,11/20/2019,north
2609,1527,11/20/2019,south
2610,1512,11/20/2019,east
2611,1515,11/20/2019,west
2612,1734,11/21/2019,north
2613,1668,11/21/2019,south
2614,1665,11/21/2019,east
2615,1644,11/21/2019,west
2616,1767,11/22/2019,north
2617,1647,11/22/2019,south
2618,1665,11/22/2019,east
2619,1776,11/22/2019,west
2620,1665,11/23/2019,north
2621,1632,11/23/2019,south
2622,1521,11/23/2019,east
2623,1659,11/23/2019,west
2624,1623,11/24/2019,north
2625,1698,11/24/2019,south
2626,1596,11/24/2019,east
2627,1674,11/24/2019,west
2628,1749,11/25/2019,north
2629,1536,11/25/2019,south
2630,1734,11/25/2019,east
2631,1716,11/25/2019,west
2632,1599,11/26/2019,north
2633,1500,11/26/2019,south
2634,1518,11/26/2019,east
2635,1584,11/26/2019,west
2636,1551,11/27/2019,north
2637,1701,11/27/2019,south
2638,1689,11/27/2019,east
2639,1746,11/27/2019,west
2640,1725,11/28/2019,north
2641,1776,11/28/2019,south
2642,1707,11/28/2019,east
2643,1794,11/28/2019,west
2644,1641,11/29/2019,north
2645,1653,11/29/2019,south
2646,1716,11/29/2019,east
2647,1776,11/29/2019,west
2648,1797,11/30/2019,north
2649,1782,11/30/2019,south
2650,1653,11/30/2019,east
2651,1596,11/30/2019,west
2652,1704,12/1/2019,north
2653,1626,12/1/2019,south
2654,1617,12/1/2019,east
2655,1680,12/1/2019,west
2656,1608,12/2/2019,north
2657,1713,12/2/2019,south
2658,1632,12/2/2019,east
2659,1680,12/2/2019,west
2660,1791,12/3/2019,north
2661,1761,12/3/2019,south
2662,1749,12/3/2019,east
2663,1626,12/3/2019,west
2664,1773,12/4/2019,north
2665,1623,12/4/2019,south
2666,1662,12/4/2019,east
2667,1731,12/4/2019,west
2668,1755,12/5/2019,north
2669,1602,12/5/2019,south
2670,1740,12/5/2019,east
2671,1605,12/5/2019,west
2672,1680,12/6/2019,north
2673,1572,12/6/2019,south
2674,1542,12/6/2019,east
2675,1779,12/6/2019,west
2676,1671,12/7/2019,north
2677,1722,12/7/2019,south
2678,1728,12/7/2019,east
2679,1659,12/7/2019,west
2680,1770,12/8/2019,north
2681,1632,12/8/2019,south
2682,1536,12/8/2019,east
2683,1734,12/8/2019,west
2684,1584,12/9/2019,north
2685,1713,12/9/2019,south
2686,1728,12/9/2019,east
2687,1725,12/9/2019,west
2688,1506,12/10/2019,north
2689,1503,12/10/2019,south
2690,1521,12/10/2019,east
2691,1713,12/10/2019,west
2692,1635,12/11/2019,north
2693,1506,12/11/2019,south
2694,1542,12/11/2019,east
2695,1551,12/11/2019,west
2696,1623,12/12/2019,north
2697,1719,12/12/2019,south
2698,1563,12/12/2019,east
2699,1791,12/12/2019,west
2700,1800,12/13/2019,north
2701,1800,12/13/2019,south
2702,1740,12/13/2019,east
2703,1755,12/13/2019,west
2704,1716,12/14/2019,north
2705,1632,12/14/2019,south
2706,1599,12/14/2019,east
2707,1632,12/14/2019,west
2708,1725,12/15/2019,north
2709,1743,12/15/2019,south
2710,1587,12/15/2019,east
2711,1608,12/15/2019,west
2712,1662,12/16/2019,north
2713,1791,12/16/2019,south
2714,1773,12/16/2019,east
2715,1650,12/16/2019,west
2716,1518,12/17/2019,north
2717,1749,12/17/2019,south
2718,1689,12/17/2019,east
2719,1533,12/17/2019,west
2720,1533,12/18/2019,north
2721,1641,12/18/2019,south
2722,1590,12/18/2019,east
2723,1740,12/18/2019,west
2724,1665,12/19/2019,north
2725,1773,12/19/2019,south
2726,1503,12/19/2019,east
2727,1542,12/19/2019,west
2728,1788,12/20/2019,north
2729,1773,12/20/2019,south
2730,1788,12/20/2019,east
2731,1785,12/20/2019,west
2732,1605,12/21/2019,north
2733,1701,12/21/2019,south
2734,1626,12/21/2019,east
2735,1623,12/21/2019,west
2736,1671,12/22/2019,north
2737,1629,12/22/2019,south
2738,1725,12/22/2019,east
2739,1557,12/22/2019,west
2740,1671,12/23/2019,north
2741,1662,12/23/2019,south
2742,1674,12/23/2019,east
2743,1671,12/23/2019,west
2744,1620,12/24/2019,north
2745,1716,12/24/2019,south
2746,1674,12/24/2019,east
2747,1686,12/24/2019,west
2748,1752,12/25/2019,north
2749,1725,12/25/2019,south
2750,1545,12/25/2019,east
2751,1506,12/25/2019,west
2752,1539,12/26/2019,north
2753,1716,12/26/2019,south
2754,1500,12/26/2019,east
2755,1794,12/26/2019,west
2756,1716,12/27/2019,north
2757,1665,12/27/2019,south
2758,1557,12/27/2019,east
2759,1620,12/27/2019,west
2760,1779,12/28/2019,north
2761,1779,12/28/2019,south
2762,1752,12/28/2019,east
2763,1773,12/28/2019,west
2764,1800,12/29/2019,north
2765,1773,12/29/2019,south
2766,1767,12/29/2019,east
2767,1683,12/29/2019,west
2768,1542,12/30/2019,north
2769,1728,12/30/2019,south
2770,1569,12/30/2019,east
2771,1659,12/30/2019,west
2772,1581,12/31/2019,north
2773,1713,12/31/2019,south
2774,1533,12/31/2019,east
2775,1692,12/31/2019,west
2776,1506,1/1/2020,north
2777,1659,1/1/2020,south
2778,1719,1/1/2020,east
2779,1704,1/1/2020,west
2780,1767,1/2/2020,north
2781,1542,1/2/2020,south
2782,1542,1/2/2020,east
2783,1629,1/2/2020,west
2784,1659,1/3/2020,north
2785,1539,1/3/2020,south
2786,1734,1/3/2020,east
2787,1761,1/3/2020,west
2788,1560,1/4/2020,north
2789,1767,1/4/2020,south
2790,1791,1/4/2020,east
2791,1632,1/4/2020,west
2792,1716,1/5/2020,north
2793,1536,1/5/2020,south
2794,1662,1/5/2020,east
2795,1680,1/5/2020,west
2796,1689,1/6/2020,north
2797,1779,1/6/2020,south
2798,1512,1/6/2020,east
2799,1578,1/6/2020,west
2800,1560,1/7/2020,north
2801,1581,1/7/2020,south
2802,1677,1/7/2020,east
2803,1599,1/7/2020,west
2804,1713,1/8/2020,north
2805,1800,1/8/2020,south
2806,1767,1/8/2020,east
2807,1752,1/8/2020,west
2808,1509,1/9/2020,north
2809,1539,1/9/2020,south
2810,1671,1/9/2020,east
2811,1668,1/9/2020,west
2812,1692,1/10/2020,north
2813,1584,1/10/2020,south
2814,1710,1/10/2020,east
2815,1686,1/10/2020,west
2816,1617,1/11/2020,north
2817,1665,1/11/2020,south
2818,1722,1/11/2020,east
2819,1551,1/11/2020,west
2820,1620,1/12/2020,north
2821,1791,1/12/2020,south
2822,1662,1/12/2020,east
2823,1656,1/12/2020,west
2824,1644,1/13/2020,north
2825,1659,1/13/2020,south
2826,1740,1/13/2020,east
2827,1668,1/13/2020,west
2828,1566,1/14/2020,north
2829,1575,1/14/2020,south
2830,1566,1/14/2020,east
2831,1578,1/14/2020,west
2832,1737,1/15/2020,north
2833,1596,1/15/2020,south
2834,1776,1/15/2020,east
2835,1638,1/15/2020,west
2836,1749,1/16/2020,north
2837,1752,1/16/2020,south
2838,1635,1/16/2020,east
2839,1581,1/16/2020,west
2840,1521,1/17/2020,north
2841,1536,1/17/2020,south
2842,1665,1/17/2020,east
2843,1782,1/17/2020,west
2844,1650,1/18/2020,north
2845,1749,1/18/2020,south
2846,1797,1/18/2020,east
2847,1650,1/18/2020,west
2848,1608,1/19/2020,north
2849,1608,1/19/2020,south
2850,1575,1/19/2020,east
2851,1590,1/19/2020,west
2852,1665,1/20/2020,north
2853,1596,1/20/2020,south
2854,1581,1/20/2020,east
2855,1695,1/20/2020,west
2856,1647,1/21/2020,north
2857,1776,1/21/2020,south
2858,1719,1/21/2020,east
2859,1578,1/21/2020,west
2860,1503,1/22/2020,north
2861,1569,1/22/2020,south
